,Month,Name,Duration,Decimal,Type,Total
474,2019-09-01,UI45,114:09:55,114.17,Hourly,6202.54
475,2019-10-01,UI01,195:10:40,195.18,Monthly,4700.0
476,2019-10-01,UI04,115:17:31,115.29,Hourly,6094.0
477,2019-10-01,UI06,20:11:51,20.2,Hourly,525.14
478,2019-10-01,UI10,16:16:15,16.27,Hourly,406.77
479,2019-10-01,UI15,139:53:41,139.89,Monthly,4500.0
480,2019-10-01,UI16,89:12:16,89.2,Monthly,3800.0
481,2019-10-01,UI20,111:45:23,111.76,Monthly,4000.0
482,2019-10-01,UI24,39:03:00,39.05,Hourly,781.0
483,2019-10-01,UI27,130:34:59,130.58,Monthly,4000.0
484,2019-10-01,UI32,77:39:19,77.66,Hourly,4992.13
485,2019-10-01,UI35,159:09:59,159.17,Hourly,5570.82
486,2019-10-01,UI36,63:40:13,63.67,Hourly,1910.11
487,2019-10-01,UI45,26:36:36,26.61,Hourly,1444.54
